product_code,product_name,id,product_id,group_code,set_item_label,part_no,part_name,material_code,material_kind,profile_shape,profile_code,dim_a_mm,dim_b_mm,wall_thickness_mm,cut_length_mm,qty,unit,waste_pct,weight_kg,total_length_m,paint_area_m2,volume_m3,unit_price,amount,note,sort_order,created_at,updated_at,section_title,unit_basis,material_note,tenon
CH0165HG-AL,Ghế xếp chồng nhôm vải Naxos,0d1b392d-b1e5-4d61-8003-dbd993583fec,f0401a01-d5b1-4296-a70e-90d2f283507b,FRAME,,,Đố trước,VT-AL-HOP-15x35,AL,HOP,,15,35,,535,1,Cái,0,,,,,,,YHG06,2,2026-07-27T08:40:02.457562+00:00,2026-07-27T08:40:02.457562+00:00,,,Hộp 15x35x535mm · Nhôm,
CH0187HG-AL,Bar Armchair,0dca9327-1056-4bdb-82e1-3fa720b3b479,d74c0269-67ef-4343-979b-feef0e4277d9,PACKAGING,,,Cardboard lót tay vịn/ chair,VT-BB-CARDBOARD-LOT-TAY-VIN-CHAIR,,,,,,,,2,cái,0,,,,,,,,23,2026-07-27T08:39:51.973407+00:00,2026-07-27T08:39:51.973407+00:00,,,20x40x400mm · Bao bì,
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",0e0dba9f-7684-418c-85e7-08425049bd2f,33351402-69c3-452c-800e-023b985a89f3,FRAME,,,Khớp nối chân 2,VT-IN-TRON-25x25,IN,TRON,,25,25,,50,2,cái,0,,,,,,,,7,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Tròn 25x25x50mm · Tròn,
SL0181HG-AL,Giường tắm nắng Paxos,0e416c39-40f7-4ae4-b8d9-a1f3f10e8938,061e7682-05b0-43e3-a65d-1d7921caa87b,HARDWARE,,,"Vít 4x20 ĐBĐC , đen",VT-PK-VIT-M4X20,,,,,,,,12,con,0,,,,,,,LK giằng mê,27,2026-07-27T08:40:07.914699+00:00,2026-07-27T08:40:07.914699+00:00,,,4x20mm,
TB0174HG-AL,Bàn xếp Santorin,0ea9728f-ce35-4357-b609-aac607ab0f09,9999b62a-9e6c-479a-a503-dfb1f5a01eda,HARDWARE,,,"bulon 6x25X13, 7M",VT-PK-BULONG-M6X25,,,,,,,,2,Con,0,,,,,,,,31,2026-07-27T08:40:13.071396+00:00,2026-07-27T08:40:13.071396+00:00,,,6x25x13,
TB0168HG-AL,"Bàn CNKG nhôm gỗ keo 80(120)x70 cm , sơn graphit",0ec2722d-9532-4d78-bd22-5f3aad530d66,f14f2987-0374-4d56-9303-644664529c95,HARDWARE,,,Vít 4x25,VT-PK-VIT-M4X25,,,,,,,,2,Con,0,,,,,,,,16,2026-07-27T08:40:05.189261+00:00,2026-07-27T08:40:05.189261+00:00,,,"đầu dù đuôi cá, xi trắng",
BN0203HG-AL,Ghế đôi bằng nhôm gỗ bạch đàn FSC,0ecd2ba5-237f-4ffa-aee3-f183d1879893,de2881a3-ffbd-46b8-b144-c3f858ed4cab,WOOD,,,Nan tựa,VT-GO-12x40,WD,,,12,40,,1070,8,cái,0,,,,,,,,13,2026-07-27T08:40:27.636224+00:00,2026-07-27T08:40:27.636224+00:00,,,Gỗ 12x40x1070mm · Gỗ bạch đàn,
TB0166HG-AL,"Bàn CN nhôm gỗ keo 150x90 cm , sơn graphit",0ee71093-dfe0-489f-bd4d-4e8d030808bc,3d8d2375-d1e1-46a5-b90d-6532cf0bfe95,HARDWARE,,,Bộ tip Buri + Cây xỏ,VT-PK-BO-TIP-BURI-CAY-XO-BO-TIP-BURI-CAY-XO,,,,,,,,1,Bộ,0,,,,,,,,12,2026-07-27T08:40:03.231565+00:00,2026-07-27T08:40:03.231565+00:00,,,Bộ tip Buri + Cây xỏ,
CH0189HG-AL,Stacking Armchair,0f0e4e7a-5f0a-482f-94e0-f99c5cdcf915,9d8c30ac-09ec-4dc2-8e68-42aeb736970f,PACKAGING,,,Băng keo,VT-BB-BANG-KEO,,,,,,,,15,m,0,,,,,,,,30,2026-07-27T08:39:53.627404+00:00,2026-07-27T08:39:53.627404+00:00,,,Băng keo · Bao bì,
TB0094HG-AL,Bàn CN NW 1725x1000,0f14580d-f6c8-400e-81b8-f3b40f766298,a92ef538-fef8-4eee-b2bd-c81fa8b693a7,FRAME,,,Khung bàn lớn/ thanh chéo lắp chân bàn,VT-AL-LA-3x20,AL,LA,,3,20,,160,2,Cái,0,,,,,,,,5,2026-07-27T08:39:47.189331+00:00,2026-07-27T08:39:47.189331+00:00,,,LA 20x160mm · Sắt,
OT0178HG-AL,"Bồn hoa lớn, khung nhôm, nan gỗ",0f63be1a-0492-41f2-abb7-41e800e2ade7,08deae79-7e91-40c5-a88e-0b5aa90a6c03,WOOD,,,Ngang khung chắn trên,VT-GO-25x40,WD,,,25,40,,1030,2,cái,0,,,,,,,36,4,2026-07-27T08:40:18.92139+00:00,2026-07-27T08:40:18.92139+00:00,,,Gỗ 25x40x1030mm · Gỗ keo,
CH0194HG-AL,Amr Chair,0fec3b78-d1be-432f-babc-9ca8dbed158b,ffa0cb6c-f29a-44dd-82d4-ac6c19ce1194,PACKAGING,,,Carton đai dây,VT-BB-CARTON-DAI-DAY,,,,,,,,2,cái,0,,,,,,,,14,2026-07-27T08:39:57.991261+00:00,2026-07-27T08:39:57.991261+00:00,,,1100x2250mm · Carton,
CH0200HG-AL,Ghế xếp Florenz,1040aeda-9f69-4168-8d4b-39e194c9bb31,b515c2f0-495c-4683-93bf-322192caaeee,HARDWARE,,,Eru 6 keo màu đen,VT-PK-ERU-6-KEO-MAU-DEN,,,,,,,,2,con,0,,,,,,,,11,2026-07-27T08:40:23.496126+00:00,2026-07-27T08:40:23.496126+00:00,,,Thép/Nhựa,
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",1052a0fa-9625-44c6-8636-d890f2fcaace,1959095d-7773-4766-a3b4-ebb37d852937,HARDWARE,,,Nút bịt mê tựa,VT-PK-BITDAU-NUT-BIT-ME-TUA,,,,,,,,4,Cái,0,,,,,,,,23,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,Nhựa,
CH0187HG-AL,Bar Armchair,109dcc34-d304-496e-8431-4b5897a89c87,d74c0269-67ef-4343-979b-feef0e4277d9,FRAME,,,Thanh dọc mê,VT-AL-HOP-22x32,AL,HOP,,22,32,,440,2,Cái,0,,,,,,,Profile 415,5,2026-07-27T08:39:51.973407+00:00,2026-07-27T08:39:51.973407+00:00,,,Hộp 22x32x440mm · Nhôm,
TB0168HG-AL,"Bàn CNKG nhôm gỗ keo 80(120)x70 cm , sơn graphit",1106f29b-f999-492a-9074-19d9ab298ee4,f14f2987-0374-4d56-9303-644664529c95,FRAME,,,Chân + đế chân,VT-AL-HOP-22x60,AL,HOP,,22,60,,2026,2,Cái,0,,,,,,,,0,2026-07-27T08:40:05.189261+00:00,2026-07-27T08:40:05.189261+00:00,,,Hộp 22x60x1mm · Nhôm,
SL0181HG-AL,Giường tắm nắng Paxos,113050d1-74fa-44c3-83c0-8130d0b5345f,061e7682-05b0-43e3-a65d-1d7921caa87b,FRAME,,,Giằng rời dưới tựa,VT-AL-TRON-19x19,AL,TRON,,19,19,,700,3,Cái,0,,,,,,,,9,2026-07-27T08:40:07.914699+00:00,2026-07-27T08:40:07.914699+00:00,,,Tròn 19x19x700mm · Nhôm,
TB0183HG-AL,Table,1145823c-d782-46b1-b829-b816ce50540e,2c2299c9-f0a9-4967-a256-964cab1397d7,FRAME,,,La bịt gót chân,VT-AL-LA-2x58,AL,LA,,2,58,,58,4,Cái,0,,,,,,,,2,2026-07-27T08:39:48.359581+00:00,2026-07-27T08:39:48.359581+00:00,,,LA 58x58mm · Nhôm,
TB0182HG-AL,"Bàn CNKG Santorin 150200x90x74 cm Khung nhôm, chân vuông 76",114d7cd9-d203-4443-bc19-dcb9804b1729,ab1d308e-c1ed-413a-962e-fa0665835a57,HARDWARE,,,"Vít 4x20 đầu dù đuôi cá, xi đen",VT-PK-VIT-M4X20,,,,,,,,2,Con,0,,,,,,,,33,2026-07-27T08:40:11.363938+00:00,2026-07-27T08:40:11.363938+00:00,,,4x20mm,
SL0181HG-AL,Giường tắm nắng Paxos,115ab5e7-16d6-4c71-83e5-2eab65485399,061e7682-05b0-43e3-a65d-1d7921caa87b,HARDWARE,,,"Bulon 6x30x13, 7M",VT-PK-BULONG-M6X30,,,,,,,,2,con,0,,,,,,,,31,2026-07-27T08:40:07.914699+00:00,2026-07-27T08:40:07.914699+00:00,,,6x30x13mm,
CH0165HG-AL,Ghế xếp chồng nhôm vải Naxos,117e462b-1fad-45e6-b7cd-8430d652b8a7,f0401a01-d5b1-4296-a70e-90d2f283507b,HARDWARE,,,Vít dù,VT-PK-VIT-M4X15,,,,,,,,6,cái,0,,,,,,,,15,2026-07-27T08:40:02.457562+00:00,2026-07-27T08:40:02.457562+00:00,,,"4x15, 7M",
CH0176HG-AL,Ghế 5 bậc Athos,11882d88-d660-44b0-8212-85e0d4d5eb55,a0d0c303-46c2-4387-8cce-7c68381c49dd,HARDWARE,,,"Tán dù 6x55, 7 màu",VT-PK-TANDU-M6X55,,,,,,,,2,con,0,,,,,,,,32,2026-07-27T08:40:14.779484+00:00,2026-07-27T08:40:14.779484+00:00,,,"Tán dù 6x55, 7 màu",
CH0165HG-AL,Ghế xếp chồng nhôm vải Naxos,11a70b06-01a4-40e6-9642-a9341a2a8084,f0401a01-d5b1-4296-a70e-90d2f283507b,HARDWARE,,,Vít,VT-PK-VIT-M4X20,,,,,,,,2,cái,0,,,,,,,,21,2026-07-27T08:40:02.457562+00:00,2026-07-27T08:40:02.457562+00:00,,,4x20 Xi trắng,
BN0204HG-AL,Ghế ba bằng nhôm gỗ bạch đàn FSC,11a99ef9-84ff-4148-b80c-d5fda4056fcc,d7cc4ec4-9b1a-4022-a1a5-f85c8a8c680e,WOOD,,,Tay vịn,VT-GO-12x40,WD,,,12,40,,517,2,cái,0,,,,,,,,12,2026-07-27T08:40:28.444161+00:00,2026-07-27T08:40:28.444161+00:00,,,Gỗ 12x40x517mm · Gỗ bạch đàn,
CH0189HG-AL,Stacking Armchair,11c143cd-024b-4511-a4c5-0b7e9bb905c7,9d8c30ac-09ec-4dc2-8e68-42aeb736970f,WOOD,,,Tay vịn,VT-GO-15x41,WD,,,15,41,,476,2,Cái,0,,,,,,,,7,2026-07-27T08:39:53.627404+00:00,2026-07-27T08:39:53.627404+00:00,,,Gỗ 15x41x476mm · Gỗ Bạch đàn,
TB0169HG-AL,Bàn CNKG Paxos,11c1b410-e063-4ba3-b985-a6d614aef3c7,c6dfe1af-fe46-4d1d-9e76-808d93b8ee0d,HARDWARE,,,Eru,VT-PK-ERU-10-KO-KEO-XI-TRANG,,,,,,,,4,con,0,,,,,,,,23,2026-07-27T08:40:06.036147+00:00,2026-07-27T08:40:06.036147+00:00,,,10 ko keo xi trắng,
CH0170HG-AL,Ghế 5 bậc Paxos,11d3195f-e159-4392-accb-692f25c939e9,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,FRAME,,,Nẹp tựa,VT-AL-PF-TDHG04,AL,PF,TDHG04,11,24,,645,2,Cái,0,,,,,,,,4,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,TD-HG04 11x24x645mm · Nhôm,
CH0180HG-AL,Ghế 5 bậc Toblino,12299a26-775b-4fd6-b356-1f05c4df9c9c,686a1fc9-ecb3-4d78-9fd9-6815b90375e0,HARDWARE,,,Tán rút 6,VT-PK-TANRUT-TAN-RUT-6-TAN-RUT-6,,,,,,,,2,con,0,,,,,,,I + chân sau,26,2026-07-27T08:40:17.275135+00:00,2026-07-27T08:40:17.275135+00:00,,,Tán rút 6,
BN0190HG-AL,Picnic Bench,12675683-69e6-4de1-abb7-7cff83022388,f3c3b6bf-a169-426c-8d4b-6711034ab64f,WOOD,,,Liên kết,VT-GO-10x43,WD,,,10,43,,1750,2,Cái,0,,,,,,,,6,2026-07-27T08:39:54.526888+00:00,2026-07-27T08:39:54.526888+00:00,,,Gỗ 10x43x1750mm · Gỗ Bạch đàn,
TB0166HG-AL,"Bàn CN nhôm gỗ keo 150x90 cm , sơn graphit",12e294e5-3e53-410b-bac6-ec43bd799612,3d8d2375-d1e1-46a5-b90d-6532cf0bfe95,HARDWARE,,,Mạc đồng dán,VT-PK-MAC-DONG-DAN-MAC-DONG-DAN,,,,,,,,1,Cái,0,,,,,,,,16,2026-07-27T08:40:03.231565+00:00,2026-07-27T08:40:03.231565+00:00,,,Mạc đồng dán · Đồng,
TB0169HG-AL,Bàn CNKG Paxos,137234c6-c3e0-4239-b1cd-e714e3d513b4,c6dfe1af-fe46-4d1d-9e76-808d93b8ee0d,PACKAGING,,,túi vải,VT-BB-TUI-VAI,,,,,,,,1,cái,0,,,,,,,,27,2026-07-27T08:40:06.036147+00:00,2026-07-27T08:40:06.036147+00:00,,,Vải,
CH0189HG-AL,Stacking Armchair,13ece84c-7887-4bbe-92d8-db0281043b03,9d8c30ac-09ec-4dc2-8e68-42aeb736970f,PACKAGING,,,"Giấy sell quấn tay, tựa , chân sau, mê",VT-BB-GIAY-SELL-QUAN-TAY-TUA-CHAN-SAU-ME,,,,,,,,2,m,0,,,,,,,,26,2026-07-27T08:39:53.627404+00:00,2026-07-27T08:39:53.627404+00:00,,,"Giấy sell quấn tay, tựa , chân sau, mê · Bao bì",
CH0113HG-AL,Armchair,14f1a4f4-5c3f-4ff4-b0e5-99906f9658f3,df8b1a79-e9a3-4514-b995-7239f1f0dacd,FRAME,,,Pát khóa pen,VT-AL-LA-5x20,AL,LA,,5,20,,75,1,Cái,0,,,,,,,,13,2026-07-27T08:39:58.82981+00:00,2026-07-27T08:39:58.82981+00:00,,,La 5x20x75x4mm · Nhôm,
CH0180HG-AL,Ghế 5 bậc Toblino,15078a72-c266-4061-925b-d3fb2c494b4d,686a1fc9-ecb3-4d78-9fd9-6815b90375e0,FRAME,,,Giằng chân,VT-AL-PF-B583,AL,PF,B583,,,,510,2,Cái,0,,,,,,,,2,2026-07-27T08:40:17.275135+00:00,2026-07-27T08:40:17.275135+00:00,,,B583 · Nhôm,
TB0174HG-AL,Bàn xếp Santorin,150a3c52-be3b-4995-b371-c175b89742a9,9999b62a-9e6c-479a-a503-dfb1f5a01eda,HARDWARE,,,"Bulong 6x20x13, sơn đen",VT-PK-BULONG-M6X20,,,,,,,,8,Con,0,,,,,,,,24,2026-07-27T08:40:13.071396+00:00,2026-07-27T08:40:13.071396+00:00,,,6x20x13,
CH0188HG-AL,Stacking Armchair,150db37b-4c12-463d-baeb-1f9935ac7a17,e8973176-e4ea-48ca-af9b-3be8ebadfe91,HARDWARE,,,Đế,VT-PK-DECHAN-M40X40,,,,,,,,2,con,0,,,,,,,,10,2026-07-27T08:39:52.817133+00:00,2026-07-27T08:39:52.817133+00:00,,,chân 40x40(R20) · Ngũ kim,
CH0119HG-AL,Ghế 5 bậc nhôm lưới Tilos,15208cc0-83dc-48b5-bcd6-b011fcb88cf6,976695ad-7e1a-405b-8fd8-22c6c97841b6,HARDWARE,,,"Bulon 6x20x13, 7 màu",VT-PK-BULONG-M6X20,,,,,,,,2,cái,0,,,,,,,,26,2026-07-27T08:39:59.69022+00:00,2026-07-27T08:39:59.69022+00:00,,,"6x20x13, 7 màu",
CH0176HG-AL,Ghế 5 bậc Athos,1521c125-da9c-4db8-bb88-ff7926e42928,a0d0c303-46c2-4387-8cce-7c68381c49dd,HARDWARE,,,Pát thỏ Athos,VT-PK-PAT-PAT-THO-ATHOS-PAT-THO-AT,,,,,,,,2,cái,0,,,,,,,,40,2026-07-27T08:40:14.779484+00:00,2026-07-27T08:40:14.779484+00:00,,,Pát thỏ Athos,
CH0197HG-AL,Ghế XC Keros,16127e09-9df4-480a-a81d-cac38f57fb34,814b379d-6f5e-4c81-b87d-66029b8e81b3,WOOD,,,Tựa lưng,VT-GO-22x40,WD,,,22,40,,446,1,cái,0,,,,,,,,8,2026-07-27T08:40:21.881921+00:00,2026-07-27T08:40:21.881921+00:00,,,Gỗ 22x40x446mm · Gỗ keo,
CH0188HG-AL,Stacking Armchair,161b1136-1143-4c0d-8413-80fd2d093efd,e8973176-e4ea-48ca-af9b-3be8ebadfe91,PACKAGING,,,Băng keo,VT-BB-BANG-KEO,,,,,,,,15,m,0,,,,,,,,17,2026-07-27T08:39:52.817133+00:00,2026-07-27T08:39:52.817133+00:00,,,Băng keo · Bao bì,
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",162445cc-5294-4032-abd8-68406a36c79f,1959095d-7773-4766-a3b4-ebb37d852937,HARDWARE,,,Vít,VT-PK-VIT-M4X20,,,,,,,,18,Con,0,,,,,,,Bắn nan gỗ và khung mê tựa,20,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,"4x20 đầu bằng ren gỗ, 7 màu · Thép",
CH0176HG-AL,Ghế 5 bậc Athos,1624b979-5a3b-46c7-9db0-ce7367766d77,a0d0c303-46c2-4387-8cce-7c68381c49dd,FRAME,,,Pas dưới mê,VT-AL-LA-5x20,AL,LA,,5,20,,15,2,Cái,0,,,,,,,,7,2026-07-27T08:40:14.779484+00:00,2026-07-27T08:40:14.779484+00:00,,,La · Nhôm,
TB0163HG-AL,"Bàn CN Tilos 150x90 cm, Khung nhôm , gỗ keo",162a2293-c04b-4e1c-a6d9-85e60a2e8000,00f354d3-fe00-4fb9-a0e3-38327774ee15,FRAME,,,Giằng diềm 2,VT-AL-VUONG-25x25,AL,VUONG,,25,25,,850,2,Cái,0,,,,,,,,2,2026-07-27T08:40:00.532777+00:00,2026-07-27T08:40:00.532777+00:00,,,Vuông 25x25x1mm · Nhôm,
OT0179HG-AL,"Bồn hoa nhỏ, khung nhôm, nan gỗ",163f747c-83a9-48bb-899b-d9a0b4e28ce1,467c7182-10b4-45ac-aee5-7c5ed88542ea,HARDWARE,,,"Bulon 6x75, 7 màu (sơn đen)",VT-PK-BULONG-M6X75,,,,,,,,10,con,0,,,,,,,Ráp tại xưởng,24,2026-07-27T08:40:20.012597+00:00,2026-07-27T08:40:20.012597+00:00,,,Thép/Nhựa,
TB0183HG-AL,Table,166fa02c-61e2-4c9a-8f41-1ab50ce7f903,2c2299c9-f0a9-4967-a256-964cab1397d7,PACKAGING,,,Carton,VT-BB-CARTON,,,,,,,,1,cái,0,,,,,,,,22,2026-07-27T08:39:48.359581+00:00,2026-07-27T08:39:48.359581+00:00,,,340x630x1950mm · Bao bì,
BN0203HG-AL,Ghế đôi bằng nhôm gỗ bạch đàn FSC,16719e7e-ee58-4887-b69b-5c39679e5d91,de2881a3-ffbd-46b8-b144-c3f858ed4cab,FRAME,,,Tay vin,VT-AL-HOP-40x10,AL,HOP,,40,10,,515,2,cái,0,,,,,,,,0,2026-07-27T08:40:27.636224+00:00,2026-07-27T08:40:27.636224+00:00,,,Hộp 10x40x515mm · Hộp,
ST0185HG-AL,Rhone Aluminium Corner Lounge With Cushion,16756f29-c087-439c-b3fb-ba6f3aad4284,f4a7504c-aab3-47fe-ab02-b9e3d806ee1d,FRAME,,,Chân trước,VT-AL-HOP-58x58,AL,HOP,,58,58,,609,2,Cái,0,,,,,,,Profile 869,0,2026-07-27T08:39:50.289387+00:00,2026-07-27T08:39:50.289387+00:00,,,Hộp 58x58x609mm · Nhôm,
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",167d6153-515e-41b1-879d-03010f2c7136,1959095d-7773-4766-a3b4-ebb37d852937,HARDWARE,,,Tán dù,VT-PK-TANDU-M6X30,,,,,,,,2,Con,0,,,,,,,,29,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,6x30x15 đen · Thép,
CH0001HG-AL,Ghế XC Naxos tay vịn nhôm gián giấy,16c64bb6-555a-482f-a5f4-ece890c974d9,01ff6358-52cf-45d5-ac91-c853c5cf474d,WOOD,,,Nan mê + tựa,VT-GO-15x40,WD,,,15,40,,457,23,cái,0,,,,,,,30,10,2026-07-27T08:40:25.178285+00:00,2026-07-27T08:40:25.178285+00:00,,,Gỗ 15x40x457mm · Gỗ bạch đàn,
CH0177HG-AL,Ghế XC Siena,16d3cf2b-bb68-4274-b104-3c4b8435dcbb,ecc2779b-b769-4034-aad4-8cd732d1b4de,HARDWARE,,,"Vít 6x30, 7m",VT-PK-VIT-M6X30,,,,,,,,6,con,0,,,,,,,,17,2026-07-27T08:40:15.874288+00:00,2026-07-27T08:40:15.874288+00:00,,,"Vít 6x30, 7m",
CH0176HG-AL,Ghế 5 bậc Athos,16e16f7d-acc9-4a6a-b07d-aabd2ae7ea7a,a0d0c303-46c2-4387-8cce-7c68381c49dd,WOOD,,,Đố nan trước,VT-GO-20x50,WD,,,20,50,,430,2,Cái,0,,,,,,,,13,2026-07-27T08:40:14.779484+00:00,2026-07-27T08:40:14.779484+00:00,,,20x50x430mm · Gỗ,
CH0194HG-AL,Amr Chair,16e9ab6e-91fc-4bb3-834e-9c83602d2fd5,ffa0cb6c-f29a-44dd-82d4-ac6c19ce1194,FRAME,,,Thanh dọc mê,VT-AL-HOP-15x30,AL,HOP,,15,30,,485,2,Cái,0,,,,,,,,5,2026-07-27T08:39:57.991261+00:00,2026-07-27T08:39:57.991261+00:00,,,Hộp 15x30x1.2mm · Nhôm,
CH0189HG-AL,Stacking Armchair,16f24698-0202-4c73-bb13-9d011b6c1a97,9d8c30ac-09ec-4dc2-8e68-42aeb736970f,FRAME,,,Thanh dọc mê,VT-AL-HOP-10x36,AL,HOP,,10,36,,448,2,Cái,0,,,,,,,Profile 207,5,2026-07-27T08:39:53.627404+00:00,2026-07-27T08:39:53.627404+00:00,,,Hộp 10x36x448mm · Nhôm,
CH0175HG-AL,Ghế xếp Santorin,171ee83d-f16e-4de8-8664-c4ca053c6e77,f9c3198e-89d7-4499-89d5-7587d9af2d47,HARDWARE,,,Bulon 6x45x13,VT-PK-BULONG-M6X45,,,,,,,,2,Con,0,,,,,,,,32,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,"6x45x13, 7 màu",
CH0201HG-IN,"Ghế 5 bậc Ferrara khung Inox, vải fabric, tay gỗ keo",172cda05-1f84-4aad-b0d9-4374684abbb1,527ef8dc-ab18-4fd7-a30f-0bf800df1e6d,FRAME,,,Chân trước,VT-IN-HOP-50x10,IN,HOP,,50,10,,612,2,cái,0,,,,,,,,0,2026-07-27T08:40:24.339854+00:00,2026-07-27T08:40:24.339854+00:00,,,Hộp 10x50x612mm · Hộp,
CH0172HG-AL,Ghế xếp chồng Santorin,17b2b573-e5c6-4ac8-a54a-377b1778dce3,de910269-dc69-46c7-9438-cb41b1d9d825,HARDWARE,,,"Vít dù 4x15, 7M",VT-PK-VIT-M4X15,,,,,,,,6,cái,0,,,,,,,,16,2026-07-27T08:40:10.524468+00:00,2026-07-27T08:40:10.524468+00:00,,,4x15mm,
CH0113HG-AL,Armchair,18198ff5-dbf9-4387-aa99-89260354eb84,df8b1a79-e9a3-4514-b995-7239f1f0dacd,HARDWARE,,,Long đền nhọn,VT-PK-LONGDEN-M6X16,,,,,,,,1,con,0,,,,,,,,37,2026-07-27T08:39:58.82981+00:00,2026-07-27T08:39:58.82981+00:00,,,"6x16x2mm, đen · Kim loại",
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",1837f565-152e-4033-a3e0-132551bf657b,33351402-69c3-452c-800e-023b985a89f3,FRAME,,,Khớp nối tựa,VT-IN-TRON-25x25,IN,TRON,,25,25,,25,2,cái,0,,,,,,,,8,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Tròn 25x25x25mm · Tròn,
CH0065HG-AL,Ghế đan mây Rattan,183d9d71-c1bd-4d33-a7b3-b025bd1c355e,e1d71586-0510-4d64-a775-23e977a2d463,HARDWARE,,,Vít 4x  15,VT-PK-VIT-M4X15,,,,,,,,44,cái,0,,,,,,,,12,2026-07-27T08:40:26.790785+00:00,2026-07-27T08:40:26.790785+00:00,,,cái · Thép/Nhựa,
CH0170HG-AL,Ghế 5 bậc Paxos,18b8cd99-d380-4b8c-81c7-11c82cb37175,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,HARDWARE,,,"vít 6x25x13, 7M",VT-PK-VIT-M6X25,,,,,,,,6,con,0,,,,,,,,33,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,6x25x13,
TB0169HG-AL,Bàn CNKG Paxos,18cc1a45-43ae-4828-b70c-85420cf03a45,c6dfe1af-fe46-4d1d-9e76-808d93b8ee0d,FRAME,,,Viền bàn ngắn 1,VT-AL-LA-1x50,AL,LA,,1,50,,900,4,Cái,0,,,,,,,(V25),6,2026-07-27T08:40:06.036147+00:00,2026-07-27T08:40:06.036147+00:00,,,La 1x50x900mm · Nhôm,
CH0119HG-AL,Ghế 5 bậc nhôm lưới Tilos,18eb5b94-4b38-407f-a8bd-86921da3cb15,976695ad-7e1a-405b-8fd8-22c6c97841b6,HARDWARE,,,LĐN 8x20x13 đen,VT-PK-LDN-8X20X13-DEN-8X20X13-DEN,,,,,,,,2,cái,0,,,,,,,,29,2026-07-27T08:39:59.69022+00:00,2026-07-27T08:39:59.69022+00:00,,,8x20x13 đen,
CH0197HG-AL,Ghế XC Keros,192170ae-56c1-4f62-abe4-12bbdce89bbc,814b379d-6f5e-4c81-b87d-66029b8e81b3,FRAME,,,Pat nối,VT-AL-LA-25x3,AL,LA,,25,3,,50,2,cái,0,,,,,,,,6,2026-07-27T08:40:21.881921+00:00,2026-07-27T08:40:21.881921+00:00,,,La 3x25x50mm · La,
CH0176HG-AL,Ghế 5 bậc Athos,19382ecc-107b-4c64-9979-3e715d8048ca,a0d0c303-46c2-4387-8cce-7c68381c49dd,WOOD,,,Tựa lưng,VT-GO-20x50,WD,,,20,50,,430,1,Cái,0,,,,,,,,12,2026-07-27T08:40:14.779484+00:00,2026-07-27T08:40:14.779484+00:00,,,20x50x430mm · Gỗ,
CH0200HG-AL,Ghế xếp Florenz,194f1951-a2f5-4ecc-af4d-d594bf135292,b515c2f0-495c-4683-93bf-322192caaeee,HARDWARE,,,"LĐN 6x16x5, đen",VT-PK-LDN-6X16X5-DEN,,,,,,,,4,con,0,,,,,,,,18,2026-07-27T08:40:23.496126+00:00,2026-07-27T08:40:23.496126+00:00,,,Thép/Nhựa,
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",19c09a0f-9ca7-48f8-819e-f1e2d39ea14d,1959095d-7773-4766-a3b4-ebb37d852937,FRAME,,,Chốt chân,VT-AL-TRON-11.5x11.5,AL,TRON,,11.5,11.5,,55,2,Cái,0,,,,,,,,2,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,"Tròn 11.5x11.5x55mm, δ=3.5mm · Nhôm",
CH0113HG-AL,Armchair,19c793e0-ddcb-49a5-ad2d-6fc9c9968db3,df8b1a79-e9a3-4514-b995-7239f1f0dacd,CUSHION,,,Lưới mê,VT-NM-LUOI-ME,,,,,,,,1,Cái,0,,,,,,,,10,2026-07-27T08:39:58.82981+00:00,2026-07-27T08:39:58.82981+00:00,,,Lưới 1.8x430x490x1.8mm · Lưới,
