code,name,nhom,vat_lieu,dang,tiet_dien_a_mm,tiet_dien_b_mm,day_thanh_mm,unit,so_dong_bom,so_san_pham,can_ra_tay,cac_cach_viet_goc
VT-IR-HOP-20x30x0.6,Ống sắt hộp 20x30 dày 0.6,KHUNG,IR,HOP,20,30,0.6,cây,1,1,,Viền bàn
VT-IR-HOP-20x30x0.7,Ống sắt hộp 20x30 dày 0.7,KHUNG,IR,HOP,20,30,0.7,cây,1,1,,Giằng Đầu 2
VT-IR-HOP-20x30x0.8,Ống sắt hộp 20x30 dày 0.8,KHUNG,IR,HOP,20,30,0.8,cây,4,2,,Nang Mê Ngang | Nan đỡ đế xoay | Đế xoay | Ngang tựa
VT-IR-HOP-20x30x1,Ống sắt hộp 20x30 dày 1,KHUNG,IR,HOP,20,30,1,cây,11,3,,Dọc tựa | Giằng mê +đầu | Chân sau | Đỡ nan ngồi | Chân giữa | Đỡ nan ngồi trái
VT-IR-HOP-20x40x0.7,Ống sắt hộp 20x40 dày 0.7,KHUNG,IR,HOP,20,40,0.7,cây,17,6,,Tựa | Dọc tựa | Thanh mê cong nối tay | Thanh mê thẳng | Ngang tựa + đố trước | Dọc mê
VT-IR-HOP-20x40x0.8,Ống sắt hộp 20x40 dày 0.8,KHUNG,IR,HOP,20,40,0.8,cây,82,22,,Dọc mê trong | Ke góc | Đế chân | Chân cong | Chân trước | Tay vịn
VT-IR-HOP-20x40x0.9,Ống sắt hộp 20x40 dày 0.9,KHUNG,IR,HOP,20,40,0.9,cây,2,2,,Chân trước | Tay
VT-IR-HOP-20x40x1,Ống sắt hộp 20x40 dày 1,KHUNG,IR,HOP,20,40,1,cây,16,10,,Tay vịn dưới | Tựa dưới | Ngang ngồi trước | Dọc ngồi + ngang ngồi sau | Chân sau | Đố trước
VT-IR-HOP-20x40x1.1,Ống sắt hộp 20x40 dày 1.1,KHUNG,IR,HOP,20,40,1.1,cây,2,2,,Đế | Chân trước
VT-IR-HOP-20x40x1.2,Ống sắt hộp 20x40 dày 1.2,KHUNG,IR,HOP,20,40,1.2,cây,6,4,,Ngang mê trong | Đỡ mê | Giằng chân | Dọc mê | Ngang mê
VT-IR-HOP-20x40x2,Ống sắt hộp 20x40 dày 2,KHUNG,IR,HOP,20,40,2,cây,2,1,,Giằng cong dưới | Giằng cong trên
VT-IR-HOP-20x45x1,Ống sắt hộp 20x45 dày 1,KHUNG,IR,HOP,20,45,1,cây,2,1,,Giằng chân | Khung bàn
VT-IR-HOP-20x50x0.7,Ống sắt hộp 20x50 dày 0.7,KHUNG,IR,HOP,20,50,0.7,cây,6,1,,Tay vịn | Xà chân | Ngang ngồi trước sau + tựa dưới
VT-IR-HOP-20x50x0.8,Ống sắt hộp 20x50 dày 0.8,KHUNG,IR,HOP,20,50,0.8,cây,2,2,,Chân | Đỡ nan
VT-IR-HOP-20x60x0.7,Ống sắt hộp 20x60 dày 0.7,KHUNG,IR,HOP,20,60,0.7,cây,2,1,,Chân  sau
VT-IR-HOP-20x80x0.8,Ống sắt hộp 20x80 dày 0.8,KHUNG,IR,HOP,20,80,0.8,cây,1,1,,Diềm Tròn
VT-IR-HOP-20x80x1.2,Ống sắt hộp 20x80 dày 1.2,KHUNG,IR,HOP,20,80,1.2,cây,6,1,,Tay vịn | Tựa lưng
VT-IR-HOP-23x48x0.8,Ống sắt hộp 23x48 dày 0.8,KHUNG,IR,HOP,23,48,0.8,cây,2,1,,ống nối Tựa và mê
VT-IR-HOP-24x24x0.8,Ống sắt hộp 24x24 dày 0.8,KHUNG,IR,HOP,24,24,0.8,cây,2,1,,Dọc ngồi | Ngang ngồi
VT-IR-HOP-25x25x0.8,Ống sắt hộp 25x25 dày 0.8,KHUNG,IR,HOP,25,25,0.8,cây,1,1,,Giằng dọc 2 (giữa khung)
VT-IR-HOP-25x50x0.6,Ống sắt hộp 25x50 dày 0.6,KHUNG,IR,HOP,25,50,0.6,cây,1,1,,Ngang trên khung chân
VT-IR-HOP-25x50x0.7,Ống sắt hộp 25x50 dày 0.7,KHUNG,IR,HOP,25,50,0.7,cây,2,1,,Khung mê | Khung tựa
VT-IR-HOP-25x50x0.8,Ống sắt hộp 25x50 dày 0.8,KHUNG,IR,HOP,25,50,0.8,cây,22,5,,Chống tay | Tay vin | Khung giường dọc thân | Khung giường dọc đầu | Khung ngang | Chân Giường
VT-IR-HOP-25x50x0.9,Ống sắt hộp 25x50 dày 0.9,KHUNG,IR,HOP,25,50,0.9,cây,7,2,,Chân sau | Giằng trên | Giằng dọc 1 (giữa khung) | Giằng ngang | Giằng dọc | Giằng ngang 2 đầu
VT-IR-HOP-25x50x1,Ống sắt hộp 25x50 dày 1,KHUNG,IR,HOP,25,50,1,cây,11,2,,Chân sau | Dọc mê | Giằng chân sau | Ngang mê trước
VT-IR-HOP-25x50x1.2,Ống sắt hộp 25x50 dày 1.2,KHUNG,IR,HOP,25,50,1.2,cây,5,2,,Đố trước | Đố sau | Giằng chân | Dọc mê | Ngang mê
VT-IR-HOP-25x50x2,Ống sắt hộp 25x50 dày 2,KHUNG,IR,HOP,25,50,2,cây,1,1,,LK giằng cong
VT-IR-HOP-25x80x0.8,Ống sắt hộp 25x80 dày 0.8,KHUNG,IR,HOP,25,80,0.8,cây,1,1,,Chân  1
VT-IR-HOP-25x80x1,Ống sắt hộp 25x80 dày 1,KHUNG,IR,HOP,25,80,1,cây,1,1,,Chân  1
VT-IR-HOP-30x30x0.6,Ống sắt hộp 30x30 dày 0.6,KHUNG,IR,HOP,30,30,0.6,cây,1,1,,Khung dưới
VT-IR-HOP-30x40x0.7,Ống sắt hộp 30x40 dày 0.7,KHUNG,IR,HOP,30,40,0.7,cây,1,1,,Dọc tựa Dài
VT-IR-HOP-30x40x0.8,Ống sắt hộp 30x40 dày 0.8,KHUNG,IR,HOP,30,40,0.8,cây,1,1,,Chống đứng tay cong
VT-IR-HOP-30x40x0.9,Ống sắt hộp 30x40 dày 0.9,KHUNG,IR,HOP,30,40,0.9,cây,1,1,,CHÉO CHÂN
VT-IR-HOP-30x50x0.8,Ống sắt hộp 30x50 dày 0.8,KHUNG,IR,HOP,30,50,0.8,cây,2,1,,Chân Dọc | Đế chân u
VT-IR-HOP-30x60x0.6,Ống sắt hộp 30x60 dày 0.6,KHUNG,IR,HOP,30,60,0.6,cây,1,1,,Khung  mái
VT-IR-HOP-30x60x0.8,Ống sắt hộp 30x60 dày 0.8,KHUNG,IR,HOP,30,60,0.8,cây,3,1,,Khung dọc + ngang giường | Khung giữa giường | Chân phụ
VT-IR-HOP-30x60x0.9,Ống sắt hộp 30x60 dày 0.9,KHUNG,IR,HOP,30,60,0.9,cây,1,1,,GIẰNG CHÂN DƯỚI
VT-IR-HOP-40x40x0.8,Ống sắt hộp 40x40 dày 0.8,KHUNG,IR,HOP,40,40,0.8,cây,1,1,,Chống đứng tay
VT-IR-HOP-40x40x1,Ống sắt hộp 40x40 dày 1,KHUNG,IR,HOP,40,40,1,cây,1,1,,Chân giữa
VT-IR-HOP-40x40x1.2,Ống sắt hộp 40x40 dày 1.2,KHUNG,IR,HOP,40,40,1.2,cây,4,2,,Đỡ nan mê | Chân trước
VT-IR-HOP-50x150x1,Ống sắt hộp 50x150 dày 1,KHUNG,IR,HOP,50,150,1,cây,2,1,,Tay vịn | Tựa
VT-IR-HOP-50x150x1.2,Ống sắt hộp 50x150 dày 1.2,KHUNG,IR,HOP,50,150,1.2,cây,1,1,,Khung đầu giường
VT-IR-HOP-50x50x1,Ống sắt hộp 50x50 dày 1,KHUNG,IR,HOP,50,50,1,cây,1,1,,Chân trước
VT-IR-HOP-60x60x0.95,Ống sắt hộp 60x60 dày 0.95,KHUNG,IR,HOP,60,60,0.95,cây,1,1,,CHÂN BÀN
VT-IR-HOP-60x60x1,Ống sắt hộp 60x60 dày 1,KHUNG,IR,HOP,60,60,1,cây,2,1,,Chân giường | Chân
VT-IR-LA-0.8x98,La sắt 0.8x98,KHUNG,IR,LA,0.8,98,0.8,cây,2,1,,Nan ngồi nhấn C(10x50)
VT-IR-LA-1.1x66,La sắt 1.1x66,KHUNG,IR,LA,1.1,66,1.1,cây,1,1,,Diềm bàn YJLT-108D
VT-IR-LA-1.5x15,La sắt 1.5x15,KHUNG,IR,LA,1.5,15,1.5,cây,3,2,,Bịt đầu tay vịn + chân | Bịt đầu đỡ giữa nan
VT-IR-LA-1.5x20,La sắt 1.5x20,KHUNG,IR,LA,1.5,20,1.5,cây,3,1,,Bịt đầu
VT-IR-LA-1.5x27,La sắt 1.5x27,KHUNG,IR,LA,1.5,27,1.5,cây,2,1,,Bịt đầu tròn
VT-IR-LA-1.5x50,La sắt 1.5x50,KHUNG,IR,LA,1.5,50,1.5,cây,1,1,,Bit đầu
VT-IR-LA-1.5x60,La sắt 1.5x60,KHUNG,IR,LA,1.5,60,1.5,cây,1,1,,VỊT ĐẦU CHÂN BÀN
VT-IR-LA-1.8x15,La sắt 1.8x15,KHUNG,IR,LA,1.8,15,1.8,cây,1,1,,la bạ
VT-IR-LA-1.8x40,La sắt 1.8x40,KHUNG,IR,LA,1.8,40,1.8,cây,1,1,,Đỡ Nan L (15x25 )
VT-IR-LA-10x20,La sắt 10x20,KHUNG,IR,LA,10,20,10,cây,1,1,,Pát đỡ chống giường
VT-IR-LA-10x25,La sắt 10x25,KHUNG,IR,LA,10,25,10,cây,1,1,,Bọ chống tựa
VT-IR-LA-1x18,La sắt 1x18,KHUNG,IR,LA,1,18,1,cây,1,1,,Nẹp vải
VT-IR-LA-1x20,La sắt 1x20,KHUNG,IR,LA,1,20,1,cây,1,1,,La kẹp mây
VT-IR-LA-1x27,La sắt 1x27,KHUNG,IR,LA,1,27,1,cây,1,1,,Viền bàn
VT-IR-LA-1x50,La sắt 1x50,KHUNG,IR,LA,1,50,1,cây,2,2,,La LK nan mê | Nan ngồi
VT-IR-LA-1x600,La sắt 1x600,KHUNG,IR,LA,1,600,1,cây,1,1,,Mặt bàn
VT-IR-LA-2.5x16,La sắt 2.5x16,KHUNG,IR,LA,2.5,16,2.5,cây,2,2,,Ke L
VT-IR-LA-2.5x20,La sắt 2.5x20,KHUNG,IR,LA,2.5,20,2.5,cây,3,3,,Pát bịt đàu | Pát chặn
VT-IR-LA-2.5x25,La sắt 2.5x25,KHUNG,IR,LA,2.5,25,2.5,cây,1,1,,Pát cong
VT-IR-LA-2x10,La sắt 2x10,KHUNG,IR,LA,2,10,2,cây,3,3,,bịt đầu chống | Bịt đầu đỡ tay vịn
VT-IR-LA-2x15,La sắt 2x15,KHUNG,IR,LA,2,15,2,cây,5,3,,Pát LK | LK đầu nan ngoài | Bịt đầu ngang mê sau
VT-IR-LA-2x17,La sắt 2x17,KHUNG,IR,LA,2,17,2,cây,1,1,,Bịt đầu dọc tựa
VT-IR-LA-2x20,La sắt 2x20,KHUNG,IR,LA,2,20,2,cây,28,18,,Pát tăng cường | Bịt đầu tay vịn | Bịt đầu dọc tựa | La gắn | Bịt đầu tay | Pát xà giữa mái
VT-IR-LA-2x24,La sắt 2x24,KHUNG,IR,LA,2,24,2,cây,1,1,,Pát đỉnh
VT-IR-LA-2x25,La sắt 2x25,KHUNG,IR,LA,2,25,2,cây,12,10,,La đỡ mê 3 | Bịt đầu Bọ | Pát 2 đầu chân dài | Bịt đầu chân phụ | Pát LK chân phụ | Bịt đầu
VT-IR-LA-2x30,La sắt 2x30,KHUNG,IR,LA,2,30,2,cây,3,3,,Bịt đầu tựa dài | Cùi nối | La kết nối tựa
VT-IR-LA-2x34,La sắt 2x34,KHUNG,IR,LA,2,34,2,cây,1,1,,Bịt đầu trụ xoay trong
VT-IR-LA-2x35,La sắt 2x35,KHUNG,IR,LA,2,35,2,cây,2,2,,pát đố trước sau | LK giằng ngang đầu giường
VT-IR-LA-2x36,La sắt 2x36,KHUNG,IR,LA,2,36,2,cây,3,2,,Pịt chân | Bịt chân
VT-IR-LA-2x37,La sắt 2x37,KHUNG,IR,LA,2,37,2,cây,4,1,,Bát chấn
VT-IR-LA-2x40,La sắt 2x40,KHUNG,IR,LA,2,40,2,cây,8,4,,La bịt đầu chân | Pát bắt tựa | La kết nối chân | Nối chân | Bịt đầu chân trước
VT-IR-LA-2x50,La sắt 2x50,KHUNG,IR,LA,2,50,2,cây,2,2,,La bịt đầu khung đầu giường | La Chân
VT-IR-LA-2x54,La sắt 2x54,KHUNG,IR,LA,2,54,2,cây,1,1,,Bát hàn thành hộp
VT-IR-LA-2x55,La sắt 2x55,KHUNG,IR,LA,2,55,2,cây,2,1,,Pát chân
VT-IR-LA-3.5x26,La sắt 3.5x26,KHUNG,IR,LA,3.5,26,3.5,cây,1,1,,Pát
VT-IR-LA-3x100,La sắt 3x100,KHUNG,IR,LA,3,100,3,cây,1,1,,Pát L LK tựa + mê
VT-IR-LA-3x15,La sắt 3x15,KHUNG,IR,LA,3,15,3,cây,2,2,,Giằng mê | La góc
VT-IR-LA-3x20,La sắt 3x20,KHUNG,IR,LA,3,20,3,cây,15,11,,Pát xà | Pát xoay + chống tựa | Pát mặt dưới hộp | Pát lk chân | bịt đầu chân | Pát V 20 x 50/70
VT-IR-LA-3x25,La sắt 3x25,KHUNG,IR,LA,3,25,3,cây,5,4,,Pát góc nhỏ | La diềm bàn | Pát kệ bàn giữa | Pát mặt bàn | Pát nối Chân
VT-IR-LA-3x30,La sắt 3x30,KHUNG,IR,LA,3,30,3,cây,2,2,,Pát Nối tựa | Pát LK giằng cong trên
VT-IR-LA-3x33,La sắt 3x33,KHUNG,IR,LA,3,33,3,cây,2,2,,Pát hàn đỡ nan
VT-IR-LA-3x34,La sắt 3x34,KHUNG,IR,LA,3,34,3,cây,1,1,,Pát hàn chân giữa
VT-IR-LA-3x35,La sắt 3x35,KHUNG,IR,LA,3,35,3,cây,3,3,,Pát tựa | Pát mê | Pát giằng sau
VT-IR-LA-3x40,La sắt 3x40,KHUNG,IR,LA,3,40,3,cây,3,3,,La đỡ mê 2 bên nhấn 15x22 | Pát chân | Pát giằng dưới
VT-IR-LA-3x50,La sắt 3x50,KHUNG,IR,LA,3,50,3,cây,2,2,,Pát đỡ mê (nhấn L) | Pát ôm dưới
VT-IR-LA-3x58,La sắt 3x58,KHUNG,IR,LA,3,58,3,cây,1,1,,Pát đố sau
VT-IR-LA-3x60,La sắt 3x60,KHUNG,IR,LA,3,60,3,cây,2,2,,pát ôm trên | Pát chân phụ
VT-IR-LA-3x75,La sắt 3x75,KHUNG,IR,LA,3,75,3,cây,1,1,,Pát góc
VT-IR-LA-3x80,La sắt 3x80,KHUNG,IR,LA,3,80,3,cây,1,1,,Pát chân
VT-IR-LA-3x94,La sắt 3x94,KHUNG,IR,LA,3,94,3,cây,1,1,,Cùi nối khung
VT-IR-LA-4x100,La sắt 4x100,KHUNG,IR,LA,4,100,4,cây,2,2,,mặt bích LK
VT-IR-LA-4x20,La sắt 4x20,KHUNG,IR,LA,4,20,4,cây,10,5,,La nắp | La  xoay bàn phụ | Giằng tay | Pát bắt chân giữa | Pát hàn đỡ nan ngồi | Pát hàn chân giữa 1
VT-IR-LA-4x25,La sắt 4x25,KHUNG,IR,LA,4,25,4,cây,1,1,,Pát gắn đố trước
VT-IR-LA-4x30,La sắt 4x30,KHUNG,IR,LA,4,30,4,cây,5,1,,Cùi nối ngang mê trước | Pát hàn chân giữa 2 | Cùi nối ngang mê trước 2
VT-IR-LA-4x35,La sắt 4x35,KHUNG,IR,LA,4,35,4,cây,1,1,,Pát hàn chân giữa
VT-IR-LA-4x40,La sắt 4x40,KHUNG,IR,LA,4,40,4,cây,2,2,,La Lk đỡ mê 2
VT-IR-LA-4x45,La sắt 4x45,KHUNG,IR,LA,4,45,4,cây,1,1,,Pát đỡ
VT-IR-LA-4x50,La sắt 4x50,KHUNG,IR,LA,4,50,4,cây,8,6,,Pát gắn chân | Pát chân | Pát LK chèn đầu | Pát LK chèn Mê | Pát đỡ thân giường | Pát hàn chân
VT-IR-LA-4x90,La sắt 4x90,KHUNG,IR,LA,4,90,4,cây,1,1,,Pát hàn chân giữa
VT-IR-LA-5x25,La sắt 5x25,KHUNG,IR,LA,5,25,5,cây,4,4,,cùi nối đặt | Pát đỡ nâng | Chốt xoay | Pát nâng
VT-IR-LA-5x30,La sắt 5x30,KHUNG,IR,LA,5,30,5,cây,3,2,,pát đầu giường | BỊT ĐẦU CHÉO CHÂN DƯỚI | BỊT ĐẦU CHÉO CHÂN TRÊN
VT-IR-LA-5x40,La sắt 5x40,KHUNG,IR,LA,5,40,5,cây,2,2,,La Lk đỡ mê
VT-IR-LA-5x50,La sắt 5x50,KHUNG,IR,LA,5,50,5,cây,1,1,,Pát nối đỡ mặt bàn
VT-IR-LA-5x6,La sắt 5x6,KHUNG,IR,LA,5,6,5,cây,1,1,,Khóa chặn tai
VT-IR-LA-5x60,La sắt 5x60,KHUNG,IR,LA,5,60,5,cây,1,1,,Pát trục xoay
VT-IR-LA-5x70,La sắt 5x70,KHUNG,IR,LA,5,70,5,cây,1,1,,La Nối chân
VT-IR-LA-5x95,La sắt 5x95,KHUNG,IR,LA,5,95,5,cây,1,1,,La chân
VT-IR-LA-6x37,La sắt 6x37,KHUNG,IR,LA,6,37,6,cây,2,2,,Móc
VT-IR-OVAN-12x18x0.7,Ống sắt ovan 12x18 dày 0.7,KHUNG,IR,OVAN,12,18,0.7,cây,4,2,,Đỡ chân trên | Giằng chân 1 | Giằng chân 2
VT-IR-OVAN-17x34x0.8,Ống sắt ovan 17x34 dày 0.8,KHUNG,IR,OVAN,17,34,0.8,cây,2,1,,Ngang tựa | Dọc tựa
VT-IR-OVAN-17x34x1,Ống sắt ovan 17x34 dày 1,KHUNG,IR,OVAN,17,34,1,cây,2,1,,Ngang tựa | Dọc tựa
VT-IR-OVANXR-17x26x0.8,Ống sắt ovan xẻ rãnh 17x26 dày 0.8,KHUNG,IR,OVANXR,17,26,0.8,cây,4,1,,Dọc ngồi | Dọc Tựa
VT-IR-PF-JDST1068,Profile sắt JDST1068,KHUNG,IR,PF,16,45,0.8,cây,1,1,,Chân trước + tay vin
VT-IR-PF-JDST1069,Profile sắt JDST1069,KHUNG,IR,PF,16,45,0.8,cây,1,1,,Chân sau
VT-IR-PF-JDST1070,Profile sắt JDST1070,KHUNG,IR,PF,16,45,0.8,cây,1,1,,Giằng chân
VT-IR-PF-PROFILE1,Profile sắt PROFILE1,KHUNG,IR,PF,15,30,1,cây,2,1,,Chân + sau | Chân trước
VT-IR-PF-PROFILE2,Profile sắt PROFILE2,KHUNG,IR,PF,15,26,0.8,cây,1,1,,Dọc mê
VT-IR-PF-PROFILE3,Profile sắt PROFILE3,KHUNG,IR,PF,11,25,1.2,cây,3,2,,Đố sau | Giằng chân 1 | Giằng chân 2
VT-IR-PF-PROFILE4,Profile sắt PROFILE4,KHUNG,IR,PF,12,18,0.8,cây,2,1,,Giằng chân trước | Giằng chân sau
VT-IR-PF-PROFILE5,Profile sắt PROFILE5,KHUNG,IR,PF,11,25,0.8,cây,2,1,,ống lót trong chân trước | ống lót trong chân sau
VT-IR-PF-TDHG04,Profile sắt TDHG04,KHUNG,IR,PF,11,24,0.8,cây,6,3,,Nẹp vải Khung đầu | Nẹp dọc mê | Nẹp ngang mê | Nẹp vải mê | Nẹp vải tựa/đầu
VT-IR-PF-TDHG09,Profile sắt TDHG09,KHUNG,IR,PF,20,38,,cây,1,1,,Dọc mê
VT-IR-PF-TDHG21,Profile sắt TDHG21,KHUNG,IR,PF,1.2,50,1.5,cây,1,1,,Nan 2 đầu
VT-IR-PF-TDHG22,Profile sắt TDHG22,KHUNG,IR,PF,1.2,50,1.2,cây,1,1,,Nan mê
VT-IR-PF-YHG06,Profile sắt YHG06,KHUNG,IR,PF,15,35,,cây,3,1,,Ngang trước mê | Ngang sau mê | Dọc mê
VT-IR-PF-YJLT003,Profile sắt YJLT003,KHUNG,IR,PF,14,26,,cây,1,1,,Đỡ chân
VT-IR-PF-YJLT131A,Profile sắt YJLT131A,KHUNG,IR,PF,18,28,0.8,cây,3,1,,Tựa lưng | thanh ngang trước | Thanh ngang trên tựa
VT-IR-TAM-0.6,Tấm sắt dày 0.6,KHUNG,IR,TAM,,,0.6,cây,3,1,,Tay vịn 1 | Bịt dưới tay vịn | Tole hông
VT-IR-TAM-0.8,Tấm sắt dày 0.8,KHUNG,IR,TAM,,,0.8,cây,9,4,,Nan ngồi 1 ( tole nhấn ) 10x50 | Nan ngồi 2 ( tole nhấn ) 10x50 | Nan ngồi 3 ( tole nhấn ) 10x50 | Nan ngồi 4 ( tole nhấn ) 10x50 | nan giường 1 nhấn c (10x50) | nan giường 2  nhấn c (10x50)
VT-IR-TAM-1,Tấm sắt dày 1,KHUNG,IR,TAM,,,1,cây,4,4,,LK bàn phụ | Nan bàn nhấn C 10x145
VT-IR-TAM-1.5,Tấm sắt dày 1.5,KHUNG,IR,TAM,,,1.5,cây,2,1,,Mặt bàn 1 | Mặt bàn 2
VT-IR-TAM-2,Tấm sắt dày 2,KHUNG,IR,TAM,,,2,cây,1,1,,Mặt bích LK
VT-IR-TAM-3,Tấm sắt dày 3,KHUNG,IR,TAM,,,3,cây,3,1,,Pát chân
VT-IR-TRON-1x21.2x1,Ống sắt tròn Ø1 dày 1,KHUNG,IR,TRON,1,21.2,1,cây,4,1,,Giằng ngang | Giằng ngang (giữa khung) | Giằng ngang 2 đầu | Đỡ đầu
VT-IR-TRON-20x40x0.9,Ống sắt tròn Ø20 dày 0.9,KHUNG,IR,TRON,20,40,0.9,cây,1,1,,chân ovan 20x40
VT-IR-TRON-25x50x0.8,Ống sắt tròn Ø25 dày 0.8,KHUNG,IR,TRON,25,50,0.8,cây,2,1,,Khung chân đầu giường | Khung chân sau giường
VT-IR-TRON-32x35x1.2,Ống sắt tròn Ø32 dày 1.2,KHUNG,IR,TRON,32,35,1.2,cây,1,1,,Chân
VT-IR-TRON-D10x0.6,Ống sắt tròn Ø10 dày 0.6,KHUNG,IR,TRON,10,10,0.6,cây,3,2,,Chống đứng mê ngồi 2 | Giằng góc đan mây
VT-IR-TRON-D10x0.8,Ống sắt tròn Ø10 dày 0.8,KHUNG,IR,TRON,10,10,0.8,cây,4,3,,Tựa dọc lưng trên | Chống đứng tựa | ống đan dây tay
VT-IR-TRON-D10x10,Ống sắt tròn Ø10 dày 10,KHUNG,IR,TRON,10,10,10,cây,2,1,,Chốt LK tựa trái phải | Chốt LK Mê Tựa
VT-IR-TRON-D12x1,Ống sắt tròn Ø12 dày 1,KHUNG,IR,TRON,12,12,1,cây,2,1,,ống luồn chịu lực mê | Ống sau đố
VT-IR-TRON-D14x0.7,Ống sắt tròn Ø14 dày 0.7,KHUNG,IR,TRON,14,14,0.7,cây,1,1,,Xà tròn
VT-IR-TRON-D14x0.8,Ống sắt tròn Ø14 dày 0.8,KHUNG,IR,TRON,14,14,0.8,cây,1,1,,Chống khung
VT-IR-TRON-D14x1,Ống sắt tròn Ø14 dày 1,KHUNG,IR,TRON,14,14,1,cây,2,1,,Tựa đầu đứng | Tựa đầu ngang
VT-IR-TRON-D16x0.6,Ống sắt tròn Ø16 dày 0.6,KHUNG,IR,TRON,16,16,0.6,cây,3,2,,Khung tròn giữa | Tựa giữa | Chống tựa
VT-IR-TRON-D16x0.7,Ống sắt tròn Ø16 dày 0.7,KHUNG,IR,TRON,16,16,0.7,cây,35,7,,Thanh đứng khung tựa | Thanh nghiêng khung tựa | Thanh dọc khung tựa | Thanh ngang khung tựa 1 | Thanh ngang khung tựa 2 | Thanh đứng khung tay
VT-IR-TRON-D16x0.8,Ống sắt tròn Ø16 dày 0.8,KHUNG,IR,TRON,16,16,0.8,cây,8,5,,Tay vịn giữa | Thanh ngang chống | Chống tựa | Chống tay
VT-IR-TRON-D16x1,Ống sắt tròn Ø16 dày 1,KHUNG,IR,TRON,16,16,1,cây,11,5,,Tay vịn giữa | Tựa giữa | Giằng mê | Đố sau | Đố trước | Dọc mê
VT-IR-TRON-D16x1.2,Ống sắt tròn Ø16 dày 1.2,KHUNG,IR,TRON,16,16,1.2,cây,2,1,,Thanh xà | Thanh chống dọc
VT-IR-TRON-D19x0.6,Ống sắt tròn Ø19 dày 0.6,KHUNG,IR,TRON,19,19,0.6,cây,3,2,,Xà giữa mái | Xà tròn căng vải mái | Giằng tựa 2
VT-IR-TRON-D19x0.7,Ống sắt tròn Ø19 dày 0.7,KHUNG,IR,TRON,19,19,0.7,cây,8,4,,Thanh giằng trên | Thanh giằng dưới | Giằng mê
VT-IR-TRON-D19x0.8,Ống sắt tròn Ø19 dày 0.8,KHUNG,IR,TRON,19,19,0.8,cây,11,5,,Khung mặt + đế | Chân đứng | Ống chịu lực | thanh ngang chống | Tựa lung | Giằng tựa
VT-IR-TRON-D19x1,Ống sắt tròn Ø19 dày 1,KHUNG,IR,TRON,19,19,1,cây,11,2,,Khung rèm trên dọc | Khung rèm trên ngang | Khung rèm dưới dọc | Khung rèm dưới ngang | Chống khung rèm góc | Chống khung rèm 1
VT-IR-TRON-D20x0.6,Ống sắt tròn Ø20 dày 0.6,KHUNG,IR,TRON,20,20,0.6,cây,3,3,,Nan mê
VT-IR-TRON-D20x0.7,Ống sắt tròn Ø20 dày 0.7,KHUNG,IR,TRON,20,20,0.7,cây,8,2,,Dọc mê trên | Khung tay + đố trước | Chống tay sau | Đố sau | Khung tựa lưng | Ngang tựa dưới
VT-IR-TRON-D20x0.8,Ống sắt tròn Ø20 dày 0.8,KHUNG,IR,TRON,20,20,0.8,cây,1,1,,Khung đầu giường đan dây
VT-IR-TRON-D20x1,Ống sắt tròn Ø20 dày 1,KHUNG,IR,TRON,20,20,1,cây,4,2,,Khung tay | Dọc Tựa | Ngang tựa dưới | Thanh Giằng ngang đầu
VT-IR-TRON-D20x2,Ống sắt tròn Ø20 dày 2,KHUNG,IR,TRON,20,20,2,cây,1,1,,Chân Giường
VT-IR-TRON-D21x0.8,Ống sắt tròn Ø21 dày 0.8,KHUNG,IR,TRON,21,21,0.8,cây,8,1,,Thanh giằng | Dọc chống | Ngang chống | Thanh xà
VT-IR-TRON-D21x0.9,Ống sắt tròn Ø21 dày 0.9,KHUNG,IR,TRON,21,21,0.9,cây,1,1,,Giằng mê+ tựa
VT-IR-TRON-D22x1,Ống sắt tròn Ø22 dày 1,KHUNG,IR,TRON,22,22,1,cây,1,1,,Thanh đỡ chống
VT-IR-TRON-D22x1.2,Ống sắt tròn Ø22 dày 1.2,KHUNG,IR,TRON,22,22,1.2,cây,3,1,,Chân Trụ | Chân xếp | Chân Nối u
VT-IR-TRON-D25x0.7,Ống sắt tròn Ø25 dày 0.7,KHUNG,IR,TRON,25,25,0.7,cây,1,1,,Khung giường
VT-IR-TRON-D25x0.8,Ống sắt tròn Ø25 dày 0.8,KHUNG,IR,TRON,25,25,0.8,cây,24,7,,Tay vịn trên | Tựa trên | Chân Dưới | Chân trên | Tựa | Giằng Tựa
VT-IR-TRON-D25x1,Ống sắt tròn Ø25 dày 1,KHUNG,IR,TRON,25,25,1,cây,8,4,,Tay vịn trên | Tựa trên | Chân trước | Chân sau
VT-IR-TRON-D25x1.2,Ống sắt tròn Ø25 dày 1.2,KHUNG,IR,TRON,25,25,1.2,cây,3,2,,Chân giữa | Chân trước | Chân sau
VT-IR-TRON-D27x0.7,Ống sắt tròn Ø27 dày 0.7,KHUNG,IR,TRON,27,27,0.7,cây,2,1,,Tựa trên
VT-IR-TRON-D27x0.8,Ống sắt tròn Ø27 dày 0.8,KHUNG,IR,TRON,27,27,0.8,cây,3,1,,Chân
VT-IR-TRON-D34x0.8,Ống sắt tròn Ø34 dày 0.8,KHUNG,IR,TRON,34,34,0.8,cây,3,3,,Trụ xoay trong | TRụ xoaytrong
